"Current route","Full production URL","Route source","Page title","WordPress content type","Current production status","Current Astro status","Current completion status","Current layout","Proposed action","Proposed destination URL","Recommended index status","Reason","Existing internal-link count","Existing canonical","Sitemap presence","SEO title present","Meta description present","Unique content level","Exact duplicate target","Near-duplicate target","Real business value","Possible search value","Possible backlink risk","Image dependency status","Hotlinked image count","Missing image count","Demo/template indicators","Foreign company/location indicators","Unverified business claim indicators","Portfolio authenticity status","Owner information required","Final decision status"
"/home-5/","https://rkrenosolution.com/home-5/","generated-route","Home 5 - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","3","https://rkrenosolution.com/home-5/","YES — page-sitemap","YES","YES","EXACT_DUPLICATE","none — both proposed 410","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Ivey School demo; Lorem ipsum; Demo route name","NONE FOUND","Experience claim; Named demo project","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/home-6-one-page/","https://rkrenosolution.com/home-6-one-page/","generated-route","Home 6 One Page - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","25","https://rkrenosolution.com/home-6-one-page/","YES — page-sitemap","YES","YES","NEAR_DUPLICATE","","/home-6/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Ivey School demo; Demo route name","NONE FOUND","Experience claim; Named demo project","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/home-6/","https://rkrenosolution.com/home-6/","generated-route","Home 6 - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","27","https://rkrenosolution.com/home-6/","YES — page-sitemap","YES","YES","HIGH","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Ivey School demo; Demo route name","NONE FOUND","Experience claim; Named demo project","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/home-7-one-page/","https://rkrenosolution.com/home-7-one-page/","generated-route","Home 7 One Page - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","4","https://rkrenosolution.com/home-7-one-page/","YES — page-sitemap","YES","YES","HIGH","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Lorem ipsum; Demo route name","NONE FOUND","Customer count; Experience claim","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/home-8-onepage/","https://rkrenosolution.com/home-8-onepage/","generated-route","Home 8 One Page - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","2","https://rkrenosolution.com/home-8-onepage/","YES — page-sitemap","YES","YES","EXACT_DUPLICATE","none — both proposed 410","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Demo route name","NONE FOUND","Customer count","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/home-8/","https://rkrenosolution.com/home-8/","generated-route","Home 8 - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","4","https://rkrenosolution.com/home-8/","YES — page-sitemap","YES","YES","EXACT_DUPLICATE","none — both proposed 410","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Demo route name","NONE FOUND","Customer count","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/home-9-one-page/","https://rkrenosolution.com/home-9-one-page/","generated-route","Home 9 One Page - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","2","https://rkrenosolution.com/home-9-one-page/","YES — page-sitemap","YES","YES","EXACT_DUPLICATE","none — both proposed 410","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Ivey School demo; Demo route name","NONE FOUND","Customer count; Named demo project","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/home-9/","https://rkrenosolution.com/home-9/","generated-route","Home 9 - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","4","https://rkrenosolution.com/home-9/","YES — page-sitemap","YES","YES","EXACT_DUPLICATE","none — both proposed 410","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Ivey School demo; Demo route name","NONE FOUND","Customer count; Named demo project","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/home-renovation-contractor-in-subang-jaya/","https://rkrenosolution.com/home-renovation-contractor-in-subang-jaya/","generated-route","Home Renovation Contractor in Subang Jaya - RK Reno Solution","page","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","1","https://rkrenosolution.com/home-renovation-contractor-in-subang-jaya/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 1 hotlinked, 0 missing","1","0","NONE FOUND","NONE FOUND","Project count; Rating claim; Guarantee or warranty; Named testimonial/team member","NOT_APPLICABLE","Evidence for business claims; Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","https://rkrenosolution.com/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","generated-route","House Renovation Cost Kuala Lumpur 2026 | Price Guide","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","24","https://rkrenosolution.com/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 3 hotlinked, 0 missing","3","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/house-renovation-in-kuala-lumpur/","https://rkrenosolution.com/house-renovation-in-kuala-lumpur/","generated-route","House Renovation Cost Kuala Lumpur 2026 | Price Guide","page","200","200","TECHNICALLY COMPLETE","BaseLayout + page-specific custom layout","KEEP_CONTENT_PAGE","","index,follow","Genuine priority content is retained; owner approval and shared-system review remain.","15","https://rkrenosolution.com/house-renovation-in-kuala-lumpur/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","https://rkrenosolution.com/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","generated-route","House Renovation in Selangor: The Ultimate 2026 Guide to Extending Your Home - RK Reno Solution","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","16","https://rkrenosolution.com/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 2 hotlinked, 0 missing","2","0","NONE FOUND","NONE FOUND","Experience claim; Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims; Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/house-renovation-in-selangor/","https://rkrenosolution.com/house-renovation-in-selangor/","generated-route","House Renovation Selangor | Contractor & Starting Prices","page","200","200","TECHNICALLY COMPLETE","BaseLayout + page-specific custom layout","KEEP_CONTENT_PAGE","","index,follow","Genuine priority content is retained; owner approval and shared-system review remain.","3","https://rkrenosolution.com/house-renovation-in-selangor/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/landing-page/","https://rkrenosolution.com/landing-page/","generated-route","Landing Page - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Imported theme demonstration route; do not redesign or redirect it to the homepage.","1","https://rkrenosolution.com/landing-page/","YES — page-sitemap","YES","YES","HIGH","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Theme refund copy; Demo route name","NONE FOUND","Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims","PROPOSED_NOT_IMPLEMENTED"
"/my-account/","https://rkrenosolution.com/my-account/","WordPress-export","My account","page","200","404","NOT REVIEWED","not generated","REMOVE_AND_410","","gone (410)","Published WooCommerce utility exists in the export but has no supported RK Reno sales function.","0","","NO","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","NO IMAGE DEPENDENCY FOUND","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","None for disposition; owner approval still required","PROPOSED_NOT_IMPLEMENTED"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","https://rkrenosolution.com/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","generated-route","Office Renovation in Kuala Lumpur: The 2026 Corporate Guide to Productivity - RK Reno Solution","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","19","https://rkrenosolution.com/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 1 hotlinked, 0 missing","1","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/office-renovation-in-kuala-lumpur/","https://rkrenosolution.com/office-renovation-in-kuala-lumpur/","generated-route","Office Renovation Contractor KL | Fit-Out & Reinstatement","page","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","8","https://rkrenosolution.com/office-renovation-in-kuala-lumpur/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 3 hotlinked, 0 missing","3","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/office-renovation-petaling-jaya-corporate-fit-out-experts/","https://rkrenosolution.com/office-renovation-petaling-jaya-corporate-fit-out-experts/","generated-route","Office Renovation Petaling Jaya: Corporate Fit-Out Experts - RK Reno Solution","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","71","https://rkrenosolution.com/office-renovation-petaling-jaya-corporate-fit-out-experts/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 1 hotlinked, 0 missing","1","0","NONE FOUND","NONE FOUND","Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims; Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/our-projects-2/","https://rkrenosolution.com/our-projects-2/","generated-route","Our Projects 2 - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","OWNER_DECISION_REQUIRED","","noindex,follow","Identity, history, testimonials, or project claims require owner-supplied authentic content.","0","https://rkrenosolution.com/our-projects-2/","YES — page-sitemap","YES","YES","MEDIUM","","","UNKNOWN","UNKNOWN","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Ivey School demo","NONE FOUND","Customer count; Named demo project","NOT_APPLICABLE","Evidence for business claims; Owner decision and authentic replacement content","OWNER_CONFIRMATION_REQUIRED"
"/our-projects/","https://rkrenosolution.com/our-projects/","generated-route","Our Projects 1 - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","OWNER_DECISION_REQUIRED","","noindex,follow","Identity, history, testimonials, or project claims require owner-supplied authentic content.","14","https://rkrenosolution.com/our-projects/","YES — page-sitemap","YES","YES","HIGH","","","UNKNOWN","UNKNOWN","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Ivey School demo","NONE FOUND","Customer count; Named demo project","NOT_APPLICABLE","Evidence for business claims; Owner decision and authentic replacement content","OWNER_CONFIRMATION_REQUIRED"
"/our-team/","https://rkrenosolution.com/our-team/","generated-route","Our Team - RK Reno Solution","page","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","OWNER_DECISION_REQUIRED","","noindex,follow","Identity, history, testimonials, or project claims require owner-supplied authentic content.","36","https://rkrenosolution.com/our-team/","YES — page-sitemap","YES","YES","MEDIUM","","","UNKNOWN","UNKNOWN","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vincent Pham/P.","NONE FOUND","Customer count; Named testimonial/team member","NOT_APPLICABLE","Evidence for business claims; Owner decision and authentic replacement content","OWNER_CONFIRMATION_REQUIRED"
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","https://rkrenosolution.com/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","generated-route","Pakej Deep Cleaning Rumah KL (Termasuk Pre-Hari Raya) - RK Reno Solution","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","76","https://rkrenosolution.com/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 0 hotlinked, 7 missing","0","7","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","https://rkrenosolution.com/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","generated-route","Plaster Ceiling Contractor KL: The Ultimate Design & Pricing Guide (2026) - RK Reno Solution","post","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","21","https://rkrenosolution.com/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","YES — post-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 1 hotlinked, 0 missing","1","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/plaster-ceiling-contractor-kl/","https://rkrenosolution.com/plaster-ceiling-contractor-kl/","generated-route","Plaster Ceiling Contractor KL - RK Reno Solution","page","200","200","NEEDS IMAGES","BaseLayout + generic legacy-content renderer","KEEP_AND_REDESIGN","","index,follow","Route has clear RK Reno business or search intent and should retain its approved content.","11","https://rkrenosolution.com/plaster-ceiling-contractor-kl/","YES — page-sitemap","YES","YES","HIGH","","","HIGH","HIGH","UNKNOWN — no Search Console or backlink export available","BLOCKED — 3 hotlinked, 0 missing","3","0","NONE FOUND","NONE FOUND","Project count; Rating claim; Experience claim; Guarantee or warranty","NOT_APPLICABLE","Evidence for business claims; Verified original images/project photos","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/axis-industrial-park/","https://rkrenosolution.com/portfolio/axis-industrial-park/","generated-route","Axis Industrial Park - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","46","https://rkrenosolution.com/portfolio/axis-industrial-park/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/building-a-sustainable-tomorrow/","https://rkrenosolution.com/portfolio/building-a-sustainable-tomorrow/","generated-route","Building a Sustainable Tomorrow - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","34","https://rkrenosolution.com/portfolio/building-a-sustainable-tomorrow/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/building-excellence-through-innovation/","https://rkrenosolution.com/portfolio/building-excellence-through-innovation/","generated-route","Building Excellence Through Innovation - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","45","https://rkrenosolution.com/portfolio/building-excellence-through-innovation/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/commercial/","https://rkrenosolution.com/portfolio/commercial/","production-404","Page not found – RK Reno Solution","taxonomy","404","404 (not generated)","NOT REVIEWED","not generated","EXISTING_404_LEAVE_GONE","","remain 404","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","128","https://rkrenosolution.com/portfolio/commercial/","YES — portfolio-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/crafting-landmark-construction-projects/","https://rkrenosolution.com/portfolio/crafting-landmark-construction-projects/","generated-route","Crafting Landmark Construction Projects - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","65","https://rkrenosolution.com/portfolio/crafting-landmark-construction-projects/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/cutting-edge-strategies-for-building-success/","https://rkrenosolution.com/portfolio/cutting-edge-strategies-for-building-success/","generated-route","Cutting-Edge Strategies for Building Success - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","28","https://rkrenosolution.com/portfolio/cutting-edge-strategies-for-building-success/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/designing-the-future-of-urban-spaces/","https://rkrenosolution.com/portfolio/designing-the-future-of-urban-spaces/","generated-route","Designing the Future of Urban Spaces - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","22","https://rkrenosolution.com/portfolio/designing-the-future-of-urban-spaces/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/electrical/","https://rkrenosolution.com/portfolio/electrical/","production-404","Page not found – RK Reno Solution","taxonomy","404","404 (not generated)","NOT REVIEWED","not generated","EXISTING_404_LEAVE_GONE","","remain 404","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","44","https://rkrenosolution.com/portfolio/electrical/","YES — portfolio-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/expert-solutions-for-modern-structures/","https://rkrenosolution.com/portfolio/expert-solutions-for-modern-structures/","generated-route","Expert Solutions for Modern Structures - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","39","https://rkrenosolution.com/portfolio/expert-solutions-for-modern-structures/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/home-renovation/","https://rkrenosolution.com/portfolio/home-renovation/","production-404","Page not found – RK Reno Solution","taxonomy","404","404 (not generated)","NOT REVIEWED","not generated","EXISTING_404_LEAVE_GONE","","remain 404","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","78","https://rkrenosolution.com/portfolio/home-renovation/","YES — portfolio-category-sitemap","YES","NO","LOW","","","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","NONE FOUND","NONE FOUND","NONE FOUND","NOT_APPLICABLE","Category/tag retention strategy","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/innovating-the-next-generation-of-architecture/","https://rkrenosolution.com/portfolio/innovating-the-next-generation-of-architecture/","generated-route","Innovating the Next Generation of Architecture - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","45","https://rkrenosolution.com/portfolio/innovating-the-next-generation-of-architecture/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
"/portfolio/innovative-approaches-to-construction-excellence/","https://rkrenosolution.com/portfolio/innovative-approaches-to-construction-excellence/","generated-route","Innovative Approaches to Construction Excellence - RK Reno Solution","portfolio","200","200","NEEDS REDESIGN","BaseLayout + generic legacy-content renderer","REMOVE_AND_410","","gone (410)","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","30","https://rkrenosolution.com/portfolio/innovative-approaches-to-construction-excellence/","YES — portfolio-sitemap","YES","YES","NEAR_DUPLICATE","","/portfolio/the-ivey-school-of-business/","LOW","LOW","UNKNOWN — no Search Console or backlink export available","LOCALIZED/AVAILABLE — visual suitability unreviewed","0","0","Vastcon; Vincent Pham/P.; Ivey School demo; Alten/ECOM demo; Lorem ipsum","Bay Area; foreign dollar budget; foreign phone/email","Named testimonial/team member; Named demo project","LIKELY_THEME_DEMO","Evidence for business claims; Confirm no listed project is genuine RK Reno work","PROPOSED_NOT_IMPLEMENTED"
