"URL","Path","Source where discovered","Current HTTP status","Current title","Page type","Indexability","Sitemap presence","Internal-link count","WordPress content available","Astro equivalent","Content preserved","Design preserved","SEO preserved","Final action","Redirect destination","Reason","Evidence reviewed","Final status"
"https://rkrenosolution.com/home-5-one-page/","/home-5-one-page/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home 5 One Page - RK Reno Solution","page","gone (410)","YES — page-sitemap","1","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/home-5/","/home-5/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home 5 - RK Reno Solution","page","gone (410)","YES — page-sitemap","3","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/home-6-one-page/","/home-6-one-page/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home 6 One Page - RK Reno Solution","page","gone (410)","YES — page-sitemap","25","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/home-6/","/home-6/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home 6 - RK Reno Solution","page","gone (410)","YES — page-sitemap","27","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/home-7-one-page/","/home-7-one-page/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home 7 One Page - RK Reno Solution","page","gone (410)","YES — page-sitemap","4","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/home-8-onepage/","/home-8-onepage/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home 8 One Page - RK Reno Solution","page","gone (410)","YES — page-sitemap","2","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/home-8/","/home-8/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home 8 - RK Reno Solution","page","gone (410)","YES — page-sitemap","4","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/home-9-one-page/","/home-9-one-page/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home 9 One Page - RK Reno Solution","page","gone (410)","YES — page-sitemap","2","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/home-9/","/home-9/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home 9 - RK Reno Solution","page","gone (410)","YES — page-sitemap","4","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/home-renovation-contractor-in-subang-jaya/","/home-renovation-contractor-in-subang-jaya/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Home Renovation Contractor in Subang Jaya - RK Reno Solution","page","index,follow","YES — page-sitemap","1","YES — inspected rendered/content snapshot","https://rkrenosolution.com/home-renovation-contractor-in-subang-jaya/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Route has clear RK Reno business or search intent and should retain its approved content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","generated-route; YES — post-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","House Renovation Cost Kuala Lumpur 2026 | Price Guide","post","index,follow","YES — post-sitemap","24","YES — inspected rendered/content snapshot","https://rkrenosolution.com/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Route has clear RK Reno business or search intent and should retain its approved content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/house-renovation-in-kuala-lumpur/","/house-renovation-in-kuala-lumpur/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","House Renovation Cost Kuala Lumpur 2026 | Price Guide","page","index,follow","YES — page-sitemap","15","YES — inspected rendered/content snapshot","https://rkrenosolution.com/house-renovation-in-kuala-lumpur/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Genuine priority content is retained; owner approval and shared-system review remain.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","generated-route; YES — post-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","House Renovation in Selangor: The Ultimate 2026 Guide to Extending Your Home - RK Reno Solution","post","index,follow","YES — post-sitemap","16","YES — inspected rendered/content snapshot","https://rkrenosolution.com/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Route has clear RK Reno business or search intent and should retain its approved content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/house-renovation-in-selangor/","/house-renovation-in-selangor/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","House Renovation Selangor | Contractor & Starting Prices","page","index,follow","YES — page-sitemap","3","YES — inspected rendered/content snapshot","https://rkrenosolution.com/house-renovation-in-selangor/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Genuine priority content is retained; owner approval and shared-system review remain.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/landing-page/","/landing-page/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Landing Page - RK Reno Solution","page","gone (410)","YES — page-sitemap","1","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Imported theme demonstration route; do not redesign or redirect it to the homepage.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/my-account/","/my-account/","WordPress-export; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","My account","page","gone (410)","NO","0","NO — status/record evidence only","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Published WooCommerce utility exists in the export but has no supported RK Reno sales function.","WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","generated-route; YES — post-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Office Renovation in Kuala Lumpur: The 2026 Corporate Guide to Productivity - RK Reno Solution","post","index,follow","YES — post-sitemap","19","YES — inspected rendered/content snapshot","https://rkrenosolution.com/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Route has clear RK Reno business or search intent and should retain its approved content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/office-renovation-in-kuala-lumpur/","/office-renovation-in-kuala-lumpur/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Office Renovation Contractor KL | Fit-Out & Reinstatement","page","index,follow","YES — page-sitemap","8","YES — inspected rendered/content snapshot","https://rkrenosolution.com/office-renovation-in-kuala-lumpur/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Route has clear RK Reno business or search intent and should retain its approved content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/office-renovation-petaling-jaya-corporate-fit-out-experts/","/office-renovation-petaling-jaya-corporate-fit-out-experts/","generated-route; YES — post-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Office Renovation Petaling Jaya: Corporate Fit-Out Experts - RK Reno Solution","post","index,follow","YES — post-sitemap","71","YES — inspected rendered/content snapshot","https://rkrenosolution.com/office-renovation-petaling-jaya-corporate-fit-out-experts/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Route has clear RK Reno business or search intent and should retain its approved content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/our-projects-2/","/our-projects-2/","generated-route; YES — page-sitemap; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Our Projects 2 - RK Reno Solution","page","noindex,follow","YES — page-sitemap","0","YES — inspected rendered/content snapshot","","PENDING OWNER EVIDENCE","PENDING OWNER EVIDENCE","PENDING OWNER DECISION","OWNER_DECISION_REQUIRED","","Identity, history, testimonials, or project claims require owner-supplied authentic content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — OWNER DECISION PENDING"
"https://rkrenosolution.com/our-projects/","/our-projects/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Our Projects 1 - RK Reno Solution","page","noindex,follow","YES — page-sitemap","14","YES — inspected rendered/content snapshot","","PENDING OWNER EVIDENCE","PENDING OWNER EVIDENCE","PENDING OWNER DECISION","OWNER_DECISION_REQUIRED","","Identity, history, testimonials, or project claims require owner-supplied authentic content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — OWNER DECISION PENDING"
"https://rkrenosolution.com/our-team/","/our-team/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Our Team - RK Reno Solution","page","noindex,follow","YES — page-sitemap","36","YES — inspected rendered/content snapshot","","PENDING OWNER EVIDENCE","PENDING OWNER EVIDENCE","PENDING OWNER DECISION","OWNER_DECISION_REQUIRED","","Identity, history, testimonials, or project claims require owner-supplied authentic content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — OWNER DECISION PENDING"
"https://rkrenosolution.com/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","generated-route; YES — post-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Pakej Deep Cleaning Rumah KL (Termasuk Pre-Hari Raya) - RK Reno Solution","post","index,follow","YES — post-sitemap","76","YES — inspected rendered/content snapshot","https://rkrenosolution.com/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Route has clear RK Reno business or search intent and should retain its approved content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","generated-route; YES — post-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Plaster Ceiling Contractor KL: The Ultimate Design & Pricing Guide (2026) - RK Reno Solution","post","index,follow","YES — post-sitemap","21","YES — inspected rendered/content snapshot","https://rkrenosolution.com/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Route has clear RK Reno business or search intent and should retain its approved content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/plaster-ceiling-contractor-kl/","/plaster-ceiling-contractor-kl/","generated-route; YES — page-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Plaster Ceiling Contractor KL - RK Reno Solution","page","index,follow","YES — page-sitemap","11","YES — inspected rendered/content snapshot","https://rkrenosolution.com/plaster-ceiling-contractor-kl/","YES — genuine content represented","YES — close parity with documented safe differences","YES — continuity register reviewed","RETAIN_WITH_SAFE_DIFFERENCES","","Route has clear RK Reno business or search intent and should retain its approved content.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/axis-industrial-park/","/portfolio/axis-industrial-park/","generated-route; YES — portfolio-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Axis Industrial Park - RK Reno Solution","portfolio","gone (410)","YES — portfolio-sitemap","46","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/building-a-sustainable-tomorrow/","/portfolio/building-a-sustainable-tomorrow/","generated-route; YES — portfolio-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Building a Sustainable Tomorrow - RK Reno Solution","portfolio","gone (410)","YES — portfolio-sitemap","34","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/building-excellence-through-innovation/","/portfolio/building-excellence-through-innovation/","generated-route; YES — portfolio-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Building Excellence Through Innovation - RK Reno Solution","portfolio","gone (410)","YES — portfolio-sitemap","45","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/commercial/","/portfolio/commercial/","production-404; YES — portfolio-category-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","404","Page not found – RK Reno Solution","taxonomy","remain 404","YES — portfolio-category-sitemap","128","YES — inspected rendered/content snapshot","","NOT APPLICABLE — no live genuine page","NOT APPLICABLE","YES — remains non-indexable 404","EXISTING_404","","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/crafting-landmark-construction-projects/","/portfolio/crafting-landmark-construction-projects/","generated-route; YES — portfolio-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Crafting Landmark Construction Projects - RK Reno Solution","portfolio","gone (410)","YES — portfolio-sitemap","65","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/cutting-edge-strategies-for-building-success/","/portfolio/cutting-edge-strategies-for-building-success/","generated-route; YES — portfolio-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Cutting-Edge Strategies for Building Success - RK Reno Solution","portfolio","gone (410)","YES — portfolio-sitemap","28","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/designing-the-future-of-urban-spaces/","/portfolio/designing-the-future-of-urban-spaces/","generated-route; YES — portfolio-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Designing the Future of Urban Spaces - RK Reno Solution","portfolio","gone (410)","YES — portfolio-sitemap","22","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/electrical/","/portfolio/electrical/","production-404; YES — portfolio-category-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","404","Page not found – RK Reno Solution","taxonomy","remain 404","YES — portfolio-category-sitemap","44","YES — inspected rendered/content snapshot","","NOT APPLICABLE — no live genuine page","NOT APPLICABLE","YES — remains non-indexable 404","EXISTING_404","","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/expert-solutions-for-modern-structures/","/portfolio/expert-solutions-for-modern-structures/","generated-route; YES — portfolio-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Expert Solutions for Modern Structures - RK Reno Solution","portfolio","gone (410)","YES — portfolio-sitemap","39","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/home-renovation/","/portfolio/home-renovation/","production-404; YES — portfolio-category-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","404","Page not found – RK Reno Solution","taxonomy","remain 404","YES — portfolio-category-sitemap","78","YES — inspected rendered/content snapshot","","NOT APPLICABLE — no live genuine page","NOT APPLICABLE","YES — remains non-indexable 404","EXISTING_404","","Remove remaining internal references; the portfolio destination is unverified theme-demo content. Linked unique article count: 0; unique introduction not established.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
"https://rkrenosolution.com/portfolio/innovating-the-next-generation-of-architecture/","/portfolio/innovating-the-next-generation-of-architecture/","generated-route; YES — portfolio-sitemap; internal links/navigation/footer/pagination; current crawl snapshot; WordPress XML/AIOSEO/Elementor/redirect and 404 inventories","200","Innovating the Next Generation of Architecture - RK Reno Solution","portfolio","gone (410)","YES — portfolio-sitemap","45","YES — inspected rendered/content snapshot","","NOT APPLICABLE — excluded demo/plugin/ecommerce content","NOT APPLICABLE","YES — explicit 410 decision","REMOVE_AND_410","","Repeated Ivey/Vastcon/Vincent demo copy does not establish RK Reno project ownership.","live metadata/render snapshot; full WordPress content snapshot and link/image analysis; XML sitemap inventory; WordPress XML export; AIOSEO records; Elementor export; previous route/redirect/404 inventories","REVIEWED — FINAL ACTION ASSIGNED"
