"Route","Page title","Page type","Production URL status","Astro status","Layout/template used","Content complete","Images complete","Header correct","Footer correct","Desktop design reviewed","Tablet design reviewed","Mobile design reviewed","Buttons working","Internal links working","SEO complete","Schema complete","Visual parity level","Problems found","Required action","Final status"
"/home-renovation-contractor-in-subang-jaya/","Home Renovation Contractor in Subang Jaya - RK Reno Solution","page / Renovation service landing pages","200","200","Native Batch1Page service/location template","YES — APPROVED BATCH 2 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 2 issue; verified project photography remains unavailable.","Retain and monitor on staging.","BATCH 2 COMPLETE"
"/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","House Renovation Cost Kuala Lumpur 2026 | Price Guide","post / Blog/article pages","200","200","Native reusable article template","YES — APPROVED BATCH 3 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY; VERIFIED PROJECT PHOTOGRAPHY PENDING","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — SERVICE, WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 3 issue; verified project photography remains unavailable.","Retain and monitor on GitHub Pages staging.","BATCH 3 COMPLETE"
"/house-renovation-in-kuala-lumpur/","House Renovation Cost Kuala Lumpur 2026 | Price Guide","page / Renovation service landing pages","200","200","Native Batch1Page service/location template","YES — APPROVED BATCH 2 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 2 issue; verified project photography remains unavailable.","Retain and monitor on staging.","BATCH 2 COMPLETE"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","House Renovation in Selangor: The Ultimate 2026 Guide to Extending Your Home - RK Reno Solution","post / Blog/article pages","200","200","Native reusable article template","YES — APPROVED BATCH 3 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY; VERIFIED PROJECT PHOTOGRAPHY PENDING","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — SERVICE, WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 3 issue; verified project photography remains unavailable.","Retain and monitor on GitHub Pages staging.","BATCH 3 COMPLETE"
"/house-renovation-in-selangor/","House Renovation Selangor | Contractor & Starting Prices","page / Renovation service landing pages","200","200","Native Batch1Page service/location template","YES — APPROVED BATCH 2 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 2 issue; verified project photography remains unavailable.","Retain and monitor on staging.","BATCH 2 COMPLETE"
"/landing-page/","Landing Page - RK Reno Solution","page / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; WordPress demo or implementation route; Raw WordPress/Elementor/WooCommerce markup indicators remain; 48 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Office Renovation in Kuala Lumpur: The 2026 Corporate Guide to Productivity - RK Reno Solution","post / Blog/article pages","200","200","Native reusable article template","YES — APPROVED BATCH 3 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY; VERIFIED PROJECT PHOTOGRAPHY PENDING","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — SERVICE, WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 3 issue; verified project photography remains unavailable.","Retain and monitor on GitHub Pages staging.","BATCH 3 COMPLETE"
"/office-renovation-in-kuala-lumpur/","Office Renovation Contractor KL | Fit-Out & Reinstatement","page / Office and commercial renovation pages","200","200","Native Batch1Page service/location template","YES — APPROVED BATCH 2 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 2 issue; verified project photography remains unavailable.","Retain and monitor on staging.","BATCH 2 COMPLETE"
"/office-renovation-petaling-jaya-corporate-fit-out-experts/","Office Renovation Petaling Jaya: Corporate Fit-Out Experts - RK Reno Solution","post / Blog/article pages","200","200","Native reusable article template","YES — APPROVED BATCH 2 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 2 issue; verified project photography remains unavailable.","Retain and monitor on staging.","BATCH 2 COMPLETE"
"/our-projects-2/","Our Projects 2 - RK Reno Solution","page / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 6 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/our-projects/","Our Projects 1 - RK Reno Solution","page / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 6 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/our-team/","Our Team - RK Reno Solution","page / About page","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 14 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","Pakej Deep Cleaning Rumah KL (Termasuk Pre-Hari Raya) - RK Reno Solution","post / Blog/article pages","200","200","Native reusable article template","YES — APPROVED BATCH 3 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY; VERIFIED PROJECT PHOTOGRAPHY PENDING","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — SERVICE, WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","Seven source images remain unavailable; local general imagery is explicitly identified.","Retain and monitor on GitHub Pages staging.","BATCH 3 COMPLETE"
"/plaster-ceiling-contractor-kl-the-ultimate-design-pricing-guide-2026/","Plaster Ceiling Contractor KL: The Ultimate Design & Pricing Guide (2026) - RK Reno Solution","post / Blog/article pages","200","200","Native reusable article template","YES — APPROVED BATCH 2 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 2 issue; verified project photography remains unavailable.","Retain and monitor on staging.","BATCH 2 COMPLETE"
"/plaster-ceiling-contractor-kl/","Plaster Ceiling Contractor KL - RK Reno Solution","page / Plaster ceiling pages","200","200","Native Batch1Page service/location template","YES — APPROVED BATCH 2 SCOPE","YES — LOCAL GENERAL-SERVICE IMAGERY","YES — SHARED COMPONENT","YES — SHARED COMPONENT","YES — PLAYWRIGHT 1440","YES — PLAYWRIGHT 768","YES — PLAYWRIGHT 390","YES — AUTOMATED","YES — BUILT-LINK VALIDATION","YES — SANITIZED METADATA","YES — WEBPAGE OR BLOGPOSTING","IMPROVED REDESIGN — THREE VIEWPORTS REVIEWED","No blocking Batch 2 issue; verified project photography remains unavailable.","Retain and monitor on staging.","BATCH 2 COMPLETE"
"/portfolio/axis-industrial-park/","Axis Industrial Park - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/building-a-sustainable-tomorrow/","Building a Sustainable Tomorrow - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/building-excellence-through-innovation/","Building Excellence Through Innovation - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/crafting-landmark-construction-projects/","Crafting Landmark Construction Projects - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/cutting-edge-strategies-for-building-success/","Cutting-Edge Strategies for Building Success - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/designing-the-future-of-urban-spaces/","Designing the Future of Urban Spaces - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/expert-solutions-for-modern-structures/","Expert Solutions for Modern Structures - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/innovating-the-next-generation-of-architecture/","Innovating the Next Generation of Architecture - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/innovative-approaches-to-construction-excellence/","Innovative Approaches to Construction Excellence - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/innovative-construction-project-showcase/","Innovative Construction Project Showcase - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/mastering-construction-with-precision/","Mastering Construction with Precision - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/oakwood-residence/","Oakwood Residence - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/pioneering-solutions-for-architectural-excellence/","Pioneering Solutions for Architectural Excellence - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/precision-craftsmanship-in-construction/","Precision Craftsmanship in Construction - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/revolutionary-techniques-in-modern-construction/","Revolutionary Techniques in Modern Construction - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/shaping-tomorrows-built-environment/","Shaping Tomorrow’s Built Environment - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/skyline-hub/","Skyline Hub - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/the-ivey-school-of-business/","The Ivey School of Business - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/portfolio/transforming-designs-into-reality/","Transforming Designs Into Reality - RK Reno Solution","portfolio / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","NOT ASSESSED","Generic legacy-content layout; page-specific design not reviewed; 7 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/pricing-plan/","Pricing Plan - RK Reno Solution","page / Utility and 404 pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","NO","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; WordPress demo or implementation route; 6 images have missing or blank alt text","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/product-category/repair-expand/","Repair & Expand - RK Reno Solution","product / Category/archive pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","UNVERIFIED","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","NO","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; Irrelevant WooCommerce/shop route retained from WordPress; Thin content (211 normalized characters); Missing meta description","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/product/blackdecker-circular-saw/","Black+Decker Circular Saw - RK Reno Solution","product / Category/archive pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","UNVERIFIED","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; Irrelevant WooCommerce/shop route retained from WordPress; Thin content (221 normalized characters)","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/product/bosch-js470e-7-0-amp-jigsaw/","Bosch JS470E 7.0-Amp Jigsaw - RK Reno Solution","product / Category/archive pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","UNVERIFIED","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; Irrelevant WooCommerce/shop route retained from WordPress","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/product/cutting-circular-saw/","Cutting Circular Saw - RK Reno Solution","product / Category/archive pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","UNVERIFIED","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; Irrelevant WooCommerce/shop route retained from WordPress","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/product/dewalt-dwe575sb-circular-saw/","DeWalt DWE575SB Circular Saw - RK Reno Solution","product / Category/archive pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","UNVERIFIED","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; Irrelevant WooCommerce/shop route retained from WordPress; Thin content (227 normalized characters)","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/product/festool-hk-circular-saw/","Festool HK Circular Saw - RK Reno Solution","product / Category/archive pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","UNVERIFIED","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; Irrelevant WooCommerce/shop route retained from WordPress; Thin content (217 normalized characters)","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/product/makita-5007mg-magnesium-circular-saw/","Makita 5007MG Magnesium Circular Saw - RK Reno Solution","product / Category/archive pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","UNVERIFIED","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; Irrelevant WooCommerce/shop route retained from WordPress; Thin content (243 normalized characters)","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/product/metabo-hpt-ripmax-pro-circular-saw/","Metabo HPT Ripmax Pro Circular Saw - RK Reno Solution","product / Category/archive pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","UNVERIFIED","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; Irrelevant WooCommerce/shop route retained from WordPress; Thin content (239 normalized characters)","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
"/product/milwaukee-fuel-circular-saw/","Milwaukee FUEL Circular Saw - RK Reno Solution","product / Category/archive pages","200","NOT GENERATED ON GITHUB PAGES","None — approved route exclusion","UNVERIFIED","UNVERIFIED","NOT REVIEWED","NOT REVIEWED","NO","NO","NO","NOT REVIEWED","YES — BUILT-LINK VALIDATION","TECHNICALLY PRESENT","PRESENT (1) — APPROPRIATENESS UNREVIEWED","LOW","Generic legacy-content layout; page-specific design not reviewed; Irrelevant WooCommerce/shop route retained from WordPress; Thin content (225 normalized characters)","Keep omitted on staging; activate documented 301/410 only on VPS.","REMOVED FROM STAGING"
