"Route","WordPress URL","Astro URL","Page type","WordPress HTTP status","Astro HTTP status","Header parity","Top-bar parity","Navigation parity","Hero parity","Section-order parity","Section-count parity","Content parity","Heading parity","Image parity","Button parity","CTA parity","Table parity","FAQ parity","Form parity","Footer parity","Desktop visual parity","Tablet visual parity","Mobile visual parity","Title parity","Meta-description parity","Canonical parity","H1 parity","Heading-hierarchy parity","Schema parity","Open Graph parity","Internal-link parity","Intentional safe differences","Reason for each difference","Corrections applied","Remaining issue","Final parity status"
"/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","https://rkrenosolution.com/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","http://127.0.0.1:4321/house-renovation-in-kuala-lumpur-the-ultimate-planning-cost-guide-2026/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","CLOSE","MATCH","MATCH","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","https://rkrenosolution.com/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","http://127.0.0.1:4321/house-renovation-in-selangor-the-ultimate-2026-guide-to-extending-your-home/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","MATCH","MATCH","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","https://rkrenosolution.com/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","http://127.0.0.1:4321/office-renovation-in-kuala-lumpur-the-2026-corporate-guide-to-productivity/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","SAFE_DIFFERENCE","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","https://rkrenosolution.com/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","http://127.0.0.1:4321/pakej-deep-cleaning-rumah-kl-termasuk-pre-hari-raya/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","https://rkrenosolution.com/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","http://127.0.0.1:4321/pu-injection-waterproofing-kl-how-to-fix-wall-cracks-permanently/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","MATCH","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","https://rkrenosolution.com/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","http://127.0.0.1:4321/servis-aircond-murah-kl-the-ultimate-2026-guide-to-a-colder-home/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_OWNER_MEDIA_IMPROVEMENT","NOT_APPLICABLE","NOT_APPLICABLE","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Newer approved owner media replaces older neutral WordPress imagery; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","https://rkrenosolution.com/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","http://127.0.0.1:4321/servis-cuci-rumah-kl-the-ultimate-2026-guide-to-a-spotless-home/","Article","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","MATCH","MATCH","MATCH","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/servis-cuci-rumah-kl/","https://rkrenosolution.com/servis-cuci-rumah-kl/","http://127.0.0.1:4321/servis-cuci-rumah-kl/","Service landing page","200","200","CLOSE","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","CLOSE","MATCH","MATCH","NOT_APPLICABLE","MATCH","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","CLOSE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Visible content restored without source-page CSS/code debris; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/thank-you/","https://rkrenosolution.com/thank-you/","http://127.0.0.1:4321/thank-you/","Thank-you utility","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","SAFE_DIFFERENCE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","MATCH","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","MATCH","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/category/commercial/","https://rkrenosolution.com/category/commercial/","http://127.0.0.1:4321/category/commercial/","Taxonomy archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Taxonomy kept noindex, follow and outside sitemap; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/category/hvac-guides/","https://rkrenosolution.com/category/hvac-guides/","http://127.0.0.1:4321/category/hvac-guides/","Taxonomy archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","SAFE_DIFFERENCE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Taxonomy kept noindex, follow and outside sitemap; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/category/maintenance/","https://rkrenosolution.com/category/maintenance/","http://127.0.0.1:4321/category/maintenance/","Taxonomy archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","SAFE_DIFFERENCE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Taxonomy kept noindex, follow and outside sitemap; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/category/renovation/","https://rkrenosolution.com/category/renovation/","http://127.0.0.1:4321/category/renovation/","Taxonomy archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","MATCH","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Taxonomy kept noindex, follow and outside sitemap; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/category/servis-pembersihan/","https://rkrenosolution.com/category/servis-pembersihan/","http://127.0.0.1:4321/category/servis-pembersihan/","Taxonomy archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","SAFE_DIFFERENCE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Taxonomy kept noindex, follow and outside sitemap; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/category/technical-guides/","https://rkrenosolution.com/category/technical-guides/","http://127.0.0.1:4321/category/technical-guides/","Taxonomy archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","SAFE_DIFFERENCE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Taxonomy kept noindex, follow and outside sitemap; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/tag/interior-finishing/","https://rkrenosolution.com/tag/interior-finishing/","http://127.0.0.1:4321/tag/interior-finishing/","Taxonomy archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Taxonomy kept noindex, follow and outside sitemap; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/tag/office-fit-out/","https://rkrenosolution.com/tag/office-fit-out/","http://127.0.0.1:4321/tag/office-fit-out/","Taxonomy archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Taxonomy kept noindex, follow and outside sitemap; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
"/tag/waterproofing/","https://rkrenosolution.com/tag/waterproofing/","http://127.0.0.1:4321/tag/waterproofing/","Taxonomy archive","200","200","CLOSE","CLOSE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","CLOSE","SAFE_DIFFERENCE","CLOSE","NOT_APPLICABLE","NOT_APPLICABLE","SAFE_DIFFERENCE","NOT_APPLICABLE","NOT_APPLICABLE","CLOSE_WITH_SAFE_CONTENT","CLOSE","CLOSE","CLOSE","MATCH","SAFE_DIFFERENCE","MATCH","MATCH","SAFE_DIFFERENCE","CLOSE","SAFE_DIFFERENCE","CLOSE","Unsupported claims, counters, testimonials, warranties, ratings and exact prices excluded; Elementor/plugin/ecommerce/comment/newsletter markup excluded; Taxonomy kept noindex, follow and outside sitemap; Accessibility-valid single primary H1 retained where WordPress repeats H1 in footer CTA","Safety, accessibility, performance and native-Astro requirements override harmful WordPress output","WordPress blue/orange typography and shared chrome restored; semantic section order and long-form content restored; useful links, tables, FAQs, cards, imagery and CTA roles restored where safe","No blocker beyond documented intentional safe differences","CLOSE_PARITY_WITH_SAFE_DIFFERENCES"
